item_id,order_id,product_id,quantity,unit_price,subtotal
I001990,O01134,P050,3,54.03,162.09
I001991,O01135,P001,1,362.29,362.29
I001992,O01136,P011,1,148.19,148.19
I001993,O01137,P045,3,53.88,161.64
I001994,O01137,P002,2,499.38,998.76
I001995,O01138,P045,3,53.88,161.64
I001996,O01139,P006,1,127.7,127.7
I001997,O01140,P001,3,362.29,1086.87
I001998,O01141,P017,3,36.26,108.78
I001999,O01142,P004,1,111.08,111.08
I002000,O01142,P024,3,241.78,725.34
I002001,O01143,P032,3,89.58,268.74
I002002,O01143,P022,1,82.79,82.79
I002003,O01144,P027,3,121.05,363.15
I002004,O01145,P005,3,83.32,249.96
I002005,O01146,P004,3,111.08,333.24
I002006,O01146,P014,3,89.25,267.75
I002007,O01147,P013,1,110.79,110.79
I002008,O01147,P021,1,121.22,121.22
I002009,O01147,P030,3,295.24,885.72
I002010,O01148,P025,2,86.29,172.58
I002011,O01149,P036,1,53.08,53.08
I002012,O01150,P013,2,110.79,221.58
I002013,O01150,P008,2,498.77,997.54
I002014,O01151,P050,3,54.03,162.09
I002015,O01151,P025,2,86.29,172.58
I002016,O01152,P030,1,295.24,295.24
I002017,O01153,P050,1,54.03,54.03
I002018,O01154,P003,2,140.08,280.16
I002019,O01155,P006,2,127.7,255.4
I002020,O01155,P036,2,53.08,106.16
I002021,O01155,P016,1,55.49,55.49
I002022,O01155,P025,2,86.29,172.58
I002023,O01156,P018,1,110.79,110.79
I002024,O01157,P050,1,54.03,54.03
I002025,O01157,P041,3,96.33,288.99
I002026,O01158,P046,1,211.54,211.54
I002027,O01159,P023,2,295.84,591.68
I002028,O01159,P013,1,110.79,110.79
I002029,O01160,P044,1,141.41,141.41
I002030,O01160,P039,2,61.74,123.48
I002031,O01161,P050,1,54.03,54.03
I002032,O01161,P038,1,46.85,46.85
I002033,O01162,P019,3,109.53,328.59
I002034,O01163,P015,2,54.2,108.4
I002035,O01163,P041,1,96.33,96.33
I002036,O01164,P008,1,498.77,498.77
I002037,O01164,P021,3,121.22,363.66
I002038,O01164,P027,3,121.05,363.15
I002039,O01165,P006,1,127.7,127.7
I002040,O01166,P050,2,54.03,108.06
I002041,O01166,P039,1,61.74,61.74
I002042,O01167,P048,2,157.25,314.5
I002043,O01167,P013,3,110.79,332.37
I002044,O01168,P004,3,111.08,333.24
I002045,O01169,P042,2,41.69,83.38
I002046,O01169,P028,2,180.24,360.48
I002047,O01169,P035,2,74.52,149.04
I002048,O01170,P010,3,485.4,1456.2
I002049,O01171,P019,1,109.53,109.53
I002050,O01171,P005,3,83.32,249.96
I002051,O01172,P005,2,83.32,166.64
I002052,O01173,P040,2,21.28,42.56
I002053,O01173,P007,1,371.02,371.02
I002054,O01173,P044,3,141.41,424.23
I002055,O01173,P020,3,38.5,115.5
I002056,O01174,P021,2,121.22,242.44
I002057,O01174,P017,2,36.26,72.52
I002058,O01174,P001,3,362.29,1086.87
I002059,O01175,P042,1,41.69,41.69
I002060,O01176,P050,3,54.03,162.09
I002061,O01176,P004,1,111.08,111.08
I002062,O01177,P040,2,21.28,42.56
I002063,O01178,P049,2,197.75,395.5
I002064,O01179,P003,2,140.08,280.16
I002065,O01179,P033,3,15.92,47.76
I002066,O01180,P020,3,38.5,115.5
I002067,O01181,P042,2,41.69,83.38
I002068,O01182,P025,2,86.29,172.58
I002069,O01182,P028,3,180.24,540.72
I002070,O01183,P021,1,121.22,121.22
I002071,O01184,P036,2,53.08,106.16
I002072,O01184,P025,2,86.29,172.58
I002073,O01185,P037,3,46.97,140.91
I002074,O01186,P017,1,36.26,36.26
I002075,O01187,P040,1,21.28,21.28
I002076,O01188,P045,3,53.88,161.64
I002077,O01189,P016,2,55.49,110.98
I002078,O01190,P026,3,158.33,474.99
I002079,O01191,P007,2,371.02,742.04
I002080,O01191,P021,3,121.22,363.66
I002081,O01192,P008,2,498.77,997.54
I002082,O01192,P011,1,148.19,148.19
I002083,O01192,P025,1,86.29,86.29
I002084,O01192,P023,2,295.84,591.68
I002085,O01193,P031,3,21.68,65.04
I002086,O01194,P050,1,54.03,54.03
I002087,O01195,P016,3,55.49,166.47
I002088,O01196,P017,2,36.26,72.52
I002089,O01196,P028,3,180.24,540.72
I002090,O01197,P028,3,180.24,540.72
I002091,O01197,P010,1,485.4,485.4
I002092,O01197,P007,3,371.02,1113.06
I002093,O01198,P020,1,38.5,38.5
I002094,O01198,P017,1,36.26,36.26
I002095,O01199,P003,2,140.08,280.16
I002096,O01199,P005,3,83.32,249.96
I002097,O01200,P024,3,241.78,725.34
I002098,O01201,P013,3,110.79,332.37
I002099,O01202,P018,1,110.79,110.79
I002100,O01202,P010,1,485.4,485.4
I002101,O01203,P026,2,158.33,316.66
I002102,O01203,P018,1,110.79,110.79
I002103,O01204,P031,1,21.68,21.68
I002104,O01205,P048,1,157.25,157.25
I002105,O01205,P002,1,499.38,499.38
I002106,O01205,P011,1,148.19,148.19
I002107,O01206,P036,3,53.08,159.24
I002108,O01207,P019,1,109.53,109.53
I002109,O01208,P029,3,150.87,452.61
I002110,O01209,P001,2,362.29,724.58
I002111,O01209,P027,1,121.05,121.05
I002112,O01210,P026,3,158.33,474.99
I002113,O01210,P028,3,180.24,540.72
I002114,O01210,P044,1,141.41,141.41
I002115,O01210,P020,2,38.5,77.0
I002116,O01211,P008,1,498.77,498.77
I002117,O01211,P028,1,180.24,180.24
I002118,O01211,P043,3,129.81,389.43
I002119,O01212,P043,1,129.81,129.81
I002120,O01213,P005,1,83.32,83.32
I002121,O01214,P050,1,54.03,54.03
I002122,O01214,P032,3,89.58,268.74
I002123,O01215,P050,1,54.03,54.03
I002124,O01216,P026,3,158.33,474.99
I002125,O01217,P050,1,54.03,54.03
I002126,O01218,P005,3,83.32,249.96
I002127,O01218,P042,3,41.69,125.07
I002128,O01219,P034,1,45.83,45.83
I002129,O01220,P026,2,158.33,316.66
I002130,O01221,P002,1,499.38,499.38
I002131,O01222,P016,1,55.49,55.49
I002132,O01223,P039,3,61.74,185.22
I002133,O01223,P038,2,46.85,93.7
I002134,O01224,P038,2,46.85,93.7
I002135,O01225,P031,1,21.68,21.68
I002136,O01225,P044,1,141.41,141.41
I002137,O01226,P023,3,295.84,887.52
I002138,O01226,P048,2,157.25,314.5
I002139,O01227,P023,1,295.84,295.84
I002140,O01228,P039,1,61.74,61.74
I002141,O01228,P043,3,129.81,389.43
I002142,O01229,P030,2,295.24,590.48
I002143,O01230,P010,1,485.4,485.4
I002144,O01230,P046,3,211.54,634.62
I002145,O01231,P040,2,21.28,42.56
I002146,O01231,P023,2,295.84,591.68
I002147,O01231,P024,2,241.78,483.56
I002148,O01232,P020,1,38.5,38.5
I002149,O01233,P044,3,141.41,424.23
I002150,O01234,P048,3,157.25,471.75
I002151,O01234,P045,2,53.88,107.76
I002152,O01234,P050,3,54.03,162.09
I002153,O01234,P022,3,82.79,248.37
I002154,O01235,P003,3,140.08,420.24
I002155,O01236,P043,2,129.81,259.62
I002156,O01236,P004,1,111.08,111.08
I002157,O01237,P041,1,96.33,96.33
I002158,O01238,P029,2,150.87,301.74
I002159,O01238,P019,2,109.53,219.06
I002160,O01239,P017,3,36.26,108.78
I002161,O01240,P015,1,54.2,54.2
I002162,O01240,P019,3,109.53,328.59
I002163,O01240,P027,2,121.05,242.1
I002164,O01241,P036,2,53.08,106.16
I002165,O01242,P015,3,54.2,162.6
I002166,O01243,P020,2,38.5,77.0
I002167,O01243,P041,1,96.33,96.33
I002168,O01243,P026,1,158.33,158.33
I002169,O01244,P041,3,96.33,288.99
I002170,O01244,P045,1,53.88,53.88
I002171,O01245,P019,1,109.53,109.53
I002172,O01246,P022,1,82.79,82.79
I002173,O01247,P011,1,148.19,148.19
I002174,O01248,P003,3,140.08,420.24
I002175,O01248,P010,3,485.4,1456.2
I002176,O01249,P006,1,127.7,127.7
I002177,O01250,P035,2,74.52,149.04
I002178,O01250,P037,1,46.97,46.97
I002179,O01251,P031,2,21.68,43.36
I002180,O01251,P017,1,36.26,36.26
I002181,O01252,P019,3,109.53,328.59
I002182,O01253,P030,1,295.24,295.24
I002183,O01254,P016,1,55.49,55.49
I002184,O01255,P020,3,38.5,115.5
I002185,O01256,P017,2,36.26,72.52
I002186,O01257,P048,3,157.25,471.75
I002187,O01258,P033,2,15.92,31.84
I002188,O01259,P019,2,109.53,219.06
I002189,O01260,P031,3,21.68,65.04
I002190,O01260,P034,2,45.83,91.66
I002191,O01261,P045,1,53.88,53.88
I002192,O01261,P033,2,15.92,31.84
I002193,O01261,P028,1,180.24,180.24
I002194,O01261,P022,1,82.79,82.79
I002195,O01262,P033,1,15.92,15.92
I002196,O01262,P039,2,61.74,123.48
I002197,O01263,P012,2,105.16,210.32
I002198,O01264,P035,1,74.52,74.52
I002199,O01265,P049,1,197.75,197.75
I002200,O01265,P024,2,241.78,483.56
I002201,O01266,P038,3,46.85,140.55
I002202,O01266,P040,3,21.28,63.84
I002203,O01267,P035,3,74.52,223.56
I002204,O01267,P020,3,38.5,115.5
I002205,O01267,P011,1,148.19,148.19
I002206,O01268,P006,3,127.7,383.1
I002207,O01269,P029,1,150.87,150.87
I002208,O01270,P028,2,180.24,360.48
I002209,O01270,P048,2,157.25,314.5
I002210,O01271,P031,2,21.68,43.36
I002211,O01272,P003,1,140.08,140.08
I002212,O01272,P026,1,158.33,158.33
I002213,O01273,P011,3,148.19,444.57
I002214,O01274,P016,3,55.49,166.47
I002215,O01275,P021,3,121.22,363.66
I002216,O01275,P013,1,110.79,110.79
I002217,O01275,P019,2,109.53,219.06
I002218,O01276,P008,1,498.77,498.77
I002219,O01276,P047,2,149.04,298.08
I002220,O01276,P038,3,46.85,140.55
I002221,O01276,P041,3,96.33,288.99
I002222,O01277,P042,3,41.69,125.07
I002223,O01278,P049,3,197.75,593.25
I002224,O01279,P022,2,82.79,165.58
I002225,O01279,P002,2,499.38,998.76
I002226,O01279,P043,1,129.81,129.81
I002227,O01280,P005,1,83.32,83.32
I002228,O01281,P010,2,485.4,970.8
I002229,O01281,P041,1,96.33,96.33
I002230,O01282,P044,2,141.41,282.82
I002231,O01283,P008,1,498.77,498.77
I002232,O01284,P034,3,45.83,137.49
I002233,O01285,P042,3,41.69,125.07
I002234,O01286,P041,3,96.33,288.99
I002235,O01287,P004,1,111.08,111.08
I002236,O01287,P044,2,141.41,282.82
I002237,O01288,P037,1,46.97,46.97
I002238,O01289,P006,2,127.7,255.4
I002239,O01289,P021,1,121.22,121.22
I002240,O01289,P050,2,54.03,108.06
I002241,O01290,P010,3,485.4,1456.2
I002242,O01290,P044,3,141.41,424.23
I002243,O01291,P036,3,53.08,159.24
I002244,O01292,P048,3,157.25,471.75
I002245,O01293,P009,1,414.73,414.73
I002246,O01294,P049,2,197.75,395.5
I002247,O01295,P021,3,121.22,363.66
I002248,O01295,P037,3,46.97,140.91
I002249,O01296,P027,1,121.05,121.05
I002250,O01296,P015,3,54.2,162.6
I002251,O01297,P046,2,211.54,423.08
I002252,O01298,P030,1,295.24,295.24
I002253,O01298,P009,3,414.73,1244.19
I002254,O01299,P007,3,371.02,1113.06
I002255,O01299,P040,2,21.28,42.56
I002256,O01299,P048,1,157.25,157.25
I002257,O01300,P046,2,211.54,423.08
I002258,O01301,P018,1,110.79,110.79
I002259,O01302,P036,1,53.08,53.08
I002260,O01303,P031,3,21.68,65.04
I002261,O01303,P036,1,53.08,53.08
I002262,O01304,P022,1,82.79,82.79
I002263,O01304,P011,1,148.19,148.19
I002264,O01305,P010,1,485.4,485.4
I002265,O01305,P042,3,41.69,125.07
I002266,O01305,P030,1,295.24,295.24
I002267,O01305,P004,3,111.08,333.24
I002268,O01306,P044,3,141.41,424.23
I002269,O01307,P044,3,141.41,424.23
I002270,O01307,P032,1,89.58,89.58
I002271,O01307,P024,3,241.78,725.34
I002272,O01308,P032,2,89.58,179.16
I002273,O01308,P026,2,158.33,316.66
I002274,O01309,P045,3,53.88,161.64
I002275,O01309,P031,3,21.68,65.04
I002276,O01309,P040,2,21.28,42.56
I002277,O01310,P023,1,295.84,295.84
I002278,O01311,P005,2,83.32,166.64
I002279,O01312,P030,3,295.24,885.72
I002280,O01313,P015,2,54.2,108.4
I002281,O01313,P008,3,498.77,1496.31
I002282,O01313,P042,3,41.69,125.07
I002283,O01314,P040,3,21.28,63.84
I002284,O01314,P045,2,53.88,107.76
I002285,O01315,P043,2,129.81,259.62
I002286,O01316,P005,3,83.32,249.96
I002287,O01316,P015,1,54.2,54.2
I002288,O01317,P016,2,55.49,110.98
I002289,O01318,P007,2,371.02,742.04
I002290,O01319,P003,2,140.08,280.16
I002291,O01319,P013,1,110.79,110.79
I002292,O01319,P041,1,96.33,96.33
I002293,O01320,P027,1,121.05,121.05
I002294,O01321,P018,2,110.79,221.58
I002295,O01321,P017,1,36.26,36.26
I002296,O01322,P011,3,148.19,444.57
I002297,O01322,P029,3,150.87,452.61
I002298,O01322,P018,1,110.79,110.79
I002299,O01323,P031,3,21.68,65.04
I002300,O01324,P013,1,110.79,110.79
I002301,O01324,P036,2,53.08,106.16
I002302,O01325,P012,2,105.16,210.32
I002303,O01326,P009,1,414.73,414.73
I002304,O01326,P003,2,140.08,280.16
I002305,O01327,P012,1,105.16,105.16
I002306,O01328,P018,1,110.79,110.79
I002307,O01328,P004,3,111.08,333.24
I002308,O01328,P008,3,498.77,1496.31
I002309,O01329,P015,3,54.2,162.6
I002310,O01330,P010,3,485.4,1456.2
I002311,O01331,P032,2,89.58,179.16
I002312,O01331,P021,3,121.22,363.66
I002313,O01332,P039,3,61.74,185.22
I002314,O01332,P025,3,86.29,258.87
I002315,O01333,P030,2,295.24,590.48
I002316,O01334,P040,2,21.28,42.56
I002317,O01334,P023,1,295.84,295.84
I002318,O01335,P042,1,41.69,41.69
I002319,O01335,P034,2,45.83,91.66
I002320,O01336,P045,2,53.88,107.76
I002321,O01337,P017,1,36.26,36.26
I002322,O01337,P018,1,110.79,110.79
I002323,O01338,P035,2,74.52,149.04
I002324,O01339,P036,3,53.08,159.24
I002325,O01339,P037,1,46.97,46.97
I002326,O01339,P047,3,149.04,447.12
I002327,O01339,P016,3,55.49,166.47
I002328,O01340,P005,1,83.32,83.32
I002329,O01341,P026,3,158.33,474.99
I002330,O01341,P016,3,55.49,166.47
I002331,O01341,P045,1,53.88,53.88
I002332,O01342,P027,1,121.05,121.05
I002333,O01343,P037,2,46.97,93.94
I002334,O01344,P040,2,21.28,42.56
I002335,O01344,P007,2,371.02,742.04
I002336,O01345,P005,1,83.32,83.32
I002337,O01346,P008,1,498.77,498.77
I002338,O01346,P011,3,148.19,444.57
I002339,O01347,P019,2,109.53,219.06
I002340,O01348,P036,2,53.08,106.16
I002341,O01349,P038,1,46.85,46.85
I002342,O01349,P002,3,499.38,1498.14
I002343,O01350,P007,1,371.02,371.02
I002344,O01351,P038,2,46.85,93.7
I002345,O01352,P007,2,371.02,742.04
I002346,O01352,P041,2,96.33,192.66
I002347,O01353,P009,3,414.73,1244.19
I002348,O01354,P031,3,21.68,65.04
I002349,O01354,P043,2,129.81,259.62
I002350,O01355,P030,2,295.24,590.48
I002351,O01355,P026,2,158.33,316.66
I002352,O01356,P041,3,96.33,288.99
I002353,O01356,P013,3,110.79,332.37
I002354,O01356,P003,1,140.08,140.08
I002355,O01357,P003,3,140.08,420.24
I002356,O01357,P014,2,89.25,178.5
I002357,O01358,P042,1,41.69,41.69
I002358,O01359,P007,1,371.02,371.02
I002359,O01359,P029,1,150.87,150.87
I002360,O01360,P037,1,46.97,46.97
I002361,O01360,P001,2,362.29,724.58
I002362,O01361,P016,3,55.49,166.47
I002363,O01362,P041,2,96.33,192.66
I002364,O01362,P037,2,46.97,93.94
I002365,O01362,P026,1,158.33,158.33
I002366,O01363,P029,3,150.87,452.61
I002367,O01364,P030,3,295.24,885.72
I002368,O01364,P024,3,241.78,725.34
I002369,O01365,P022,2,82.79,165.58
I002370,O01366,P029,1,150.87,150.87
I002371,O01367,P041,2,96.33,192.66
I002372,O01367,P034,3,45.83,137.49
I002373,O01368,P017,1,36.26,36.26
I002374,O01368,P013,3,110.79,332.37
I002375,O01369,P039,2,61.74,123.48
I002376,O01370,P022,3,82.79,248.37
I002377,O01371,P008,1,498.77,498.77
I002378,O01371,P004,3,111.08,333.24
I002379,O01372,P014,1,89.25,89.25
I002380,O01373,P023,2,295.84,591.68
I002381,O01373,P037,2,46.97,93.94
I002382,O01374,P012,1,105.16,105.16
I002383,O01375,P046,2,211.54,423.08
I002384,O01376,P027,2,121.05,242.1
I002385,O01377,P022,1,82.79,82.79
I002386,O01377,P049,1,197.75,197.75
I002387,O01377,P031,3,21.68,65.04
I002388,O01378,P039,3,61.74,185.22
I002389,O01378,P013,2,110.79,221.58
I002390,O01378,P040,2,21.28,42.56
I002391,O01379,P022,3,82.79,248.37
I002392,O01380,P003,2,140.08,280.16
I002393,O01380,P045,3,53.88,161.64
I002394,O01380,P005,2,83.32,166.64
I002395,O01380,P001,1,362.29,362.29
I002396,O01381,P014,3,89.25,267.75
I002397,O01381,P030,1,295.24,295.24
I002398,O01381,P028,1,180.24,180.24
I002399,O01382,P048,2,157.25,314.5
I002400,O01383,P017,3,36.26,108.78
I002401,O01383,P047,2,149.04,298.08
I002402,O01383,P018,1,110.79,110.79
I002403,O01383,P002,3,499.38,1498.14
I002404,O01384,P033,1,15.92,15.92
I002405,O01384,P030,1,295.24,295.24
I002406,O01385,P028,2,180.24,360.48
I002407,O01386,P028,3,180.24,540.72
I002408,O01387,P041,3,96.33,288.99
I002409,O01388,P041,1,96.33,96.33
I002410,O01388,P032,1,89.58,89.58
I002411,O01389,P020,2,38.5,77.0
I002412,O01390,P004,2,111.08,222.16
I002413,O01391,P002,2,499.38,998.76
I002414,O01392,P049,2,197.75,395.5
I002415,O01392,P001,2,362.29,724.58
I002416,O01392,P040,3,21.28,63.84
I002417,O01393,P030,1,295.24,295.24
I002418,O01393,P009,1,414.73,414.73
I002419,O01394,P047,1,149.04,149.04
I002420,O01394,P011,2,148.19,296.38
I002421,O01395,P011,3,148.19,444.57
I002422,O01396,P015,2,54.2,108.4
I002423,O01396,P001,1,362.29,362.29
I002424,O01396,P021,3,121.22,363.66
I002425,O01397,P045,2,53.88,107.76
I002426,O01397,P012,2,105.16,210.32
I002427,O01398,P019,3,109.53,328.59
I002428,O01399,P043,1,129.81,129.81
I002429,O01399,P013,1,110.79,110.79
I002430,O01400,P003,2,140.08,280.16
I002431,O01400,P048,1,157.25,157.25
I002432,O01401,P033,2,15.92,31.84
I002433,O01401,P034,3,45.83,137.49
I002434,O01402,P037,2,46.97,93.94
I002435,O01403,P014,3,89.25,267.75
I002436,O01403,P044,3,141.41,424.23
I002437,O01403,P010,2,485.4,970.8
I002438,O01404,P011,1,148.19,148.19
I002439,O01404,P042,2,41.69,83.38
I002440,O01404,P022,3,82.79,248.37
I002441,O01404,P008,3,498.77,1496.31
I002442,O01405,P030,2,295.24,590.48
I002443,O01405,P005,1,83.32,83.32
I002444,O01406,P023,1,295.84,295.84
I002445,O01406,P002,2,499.38,998.76
I002446,O01407,P006,3,127.7,383.1
I002447,O01408,P035,1,74.52,74.52
I002448,O01409,P049,2,197.75,395.5
I002449,O01410,P027,2,121.05,242.1
I002450,O01411,P026,2,158.33,316.66
I002451,O01412,P039,1,61.74,61.74
I002452,O01412,P023,3,295.84,887.52
I002453,O01413,P006,3,127.7,383.1
I002454,O01414,P033,1,15.92,15.92
I002455,O01415,P032,1,89.58,89.58
I002456,O01415,P038,3,46.85,140.55
I002457,O01416,P002,2,499.38,998.76
I002458,O01417,P003,3,140.08,420.24
I002459,O01417,P017,2,36.26,72.52
I002460,O01417,P042,2,41.69,83.38
I002461,O01418,P003,3,140.08,420.24
I002462,O01418,P010,2,485.4,970.8
I002463,O01419,P033,3,15.92,47.76
I002464,O01420,P026,1,158.33,158.33
I002465,O01421,P025,3,86.29,258.87
I002466,O01422,P035,2,74.52,149.04
I002467,O01423,P032,1,89.58,89.58
I002468,O01424,P011,1,148.19,148.19
I002469,O01425,P027,1,121.05,121.05
I002470,O01425,P026,3,158.33,474.99
I002471,O01426,P040,3,21.28,63.84
I002472,O01426,P029,3,150.87,452.61
I002473,O01427,P029,3,150.87,452.61
I002474,O01427,P014,1,89.25,89.25
I002475,O01428,P027,1,121.05,121.05
I002476,O01429,P044,1,141.41,141.41
I002477,O01430,P042,2,41.69,83.38
I002478,O01430,P021,2,121.22,242.44
I002479,O01430,P031,2,21.68,43.36
I002480,O01431,P007,1,371.02,371.02
I002481,O01431,P026,2,158.33,316.66
I002482,O01432,P008,3,498.77,1496.31
I002483,O01432,P043,3,129.81,389.43
I002484,O01432,P014,2,89.25,178.5
I002485,O01433,P006,2,127.7,255.4
I002486,O01434,P047,1,149.04,149.04
I002487,O01435,P024,3,241.78,725.34
I002488,O01436,P033,1,15.92,15.92
I002489,O01437,P016,1,55.49,55.49
I002490,O01438,P014,1,89.25,89.25
I002491,O01439,P005,1,83.32,83.32
I002492,O01440,P011,2,148.19,296.38
I002493,O01441,P046,1,211.54,211.54
I002494,O01441,P005,1,83.32,83.32
I002495,O01442,P047,3,149.04,447.12
I002496,O01443,P001,1,362.29,362.29
I002497,O01443,P030,2,295.24,590.48
I002498,O01444,P018,2,110.79,221.58
I002499,O01445,P037,2,46.97,93.94
I002500,O01446,P038,1,46.85,46.85
I002501,O01446,P041,1,96.33,96.33
I002502,O01447,P026,1,158.33,158.33
I002503,O01447,P030,3,295.24,885.72
I002504,O01447,P012,1,105.16,105.16
I002505,O01448,P019,2,109.53,219.06
I002506,O01449,P040,1,21.28,21.28
I002507,O01450,P033,2,15.92,31.84
I002508,O01450,P032,3,89.58,268.74
I002509,O01450,P042,2,41.69,83.38
I002510,O01451,P021,3,121.22,363.66
I002511,O01452,P004,3,111.08,333.24
I002512,O01452,P008,1,498.77,498.77
I002513,O01453,P036,1,53.08,53.08
I002514,O01453,P035,1,74.52,74.52
I002515,O01454,P006,1,127.7,127.7
I002516,O01454,P023,3,295.84,887.52
I002517,O01454,P038,1,46.85,46.85
I002518,O01455,P003,2,140.08,280.16
I002519,O01455,P031,1,21.68,21.68
I002520,O01456,P009,3,414.73,1244.19
I002521,O01456,P001,1,362.29,362.29
I002522,O01456,P039,3,61.74,185.22
I002523,O01457,P048,1,157.25,157.25
I002524,O01458,P018,3,110.79,332.37
I002525,O01458,P006,2,127.7,255.4
I002526,O01458,P017,2,36.26,72.52
I002527,O01459,P001,1,362.29,362.29
I002528,O01459,P040,2,21.28,42.56
I002529,O01460,P003,1,140.08,140.08
I002530,O01460,P028,1,180.24,180.24
I002531,O01461,P015,2,54.2,108.4
I002532,O01461,P028,2,180.24,360.48
I002533,O01461,P040,1,21.28,21.28
I002534,O01462,P031,2,21.68,43.36
I002535,O01462,P019,1,109.53,109.53
I002536,O01463,P047,2,149.04,298.08
I002537,O01463,P050,1,54.03,54.03
I002538,O01464,P020,3,38.5,115.5
I002539,O01465,P036,2,53.08,106.16
I002540,O01466,P048,3,157.25,471.75
I002541,O01466,P016,3,55.49,166.47
I002542,O01467,P022,2,82.79,165.58
I002543,O01468,P042,2,41.69,83.38
I002544,O01469,P002,3,499.38,1498.14
I002545,O01470,P026,3,158.33,474.99
I002546,O01470,P032,2,89.58,179.16
I002547,O01471,P043,2,129.81,259.62
I002548,O01472,P003,2,140.08,280.16
I002549,O01473,P009,1,414.73,414.73
I002550,O01474,P021,2,121.22,242.44
I002551,O01474,P001,3,362.29,1086.87
I002552,O01474,P006,2,127.7,255.4
I002553,O01475,P021,3,121.22,363.66
I002554,O01476,P038,1,46.85,46.85
I002555,O01477,P037,3,46.97,140.91
I002556,O01478,P050,1,54.03,54.03
I002557,O01478,P024,1,241.78,241.78
I002558,O01479,P050,2,54.03,108.06
I002559,O01480,P044,1,141.41,141.41
I002560,O01480,P015,3,54.2,162.6
I002561,O01481,P029,1,150.87,150.87
I002562,O01481,P039,1,61.74,61.74
I002563,O01481,P006,2,127.7,255.4
I002564,O01482,P005,2,83.32,166.64
I002565,O01482,P029,1,150.87,150.87
I002566,O01482,P031,3,21.68,65.04
I002567,O01482,P021,2,121.22,242.44
I002568,O01483,P039,2,61.74,123.48
I002569,O01484,P012,2,105.16,210.32
I002570,O01484,P018,3,110.79,332.37
I002571,O01485,P035,3,74.52,223.56
I002572,O01485,P019,2,109.53,219.06
I002573,O01486,P036,3,53.08,159.24
I002574,O01486,P030,2,295.24,590.48
I002575,O01487,P036,3,53.08,159.24
I002576,O01488,P027,2,121.05,242.1
I002577,O01488,P028,2,180.24,360.48
I002578,O01489,P009,1,414.73,414.73
I002579,O01489,P046,2,211.54,423.08
I002580,O01490,P008,2,498.77,997.54
I002581,O01491,P022,1,82.79,82.79
I002582,O01492,P046,1,211.54,211.54
I002583,O01492,P003,1,140.08,140.08
I002584,O01493,P040,1,21.28,21.28
I002585,O01494,P033,2,15.92,31.84
I002586,O01494,P022,3,82.79,248.37
I002587,O01494,P044,1,141.41,141.41
I002588,O01495,P010,2,485.4,970.8
I002589,O01495,P017,3,36.26,108.78
I002590,O01495,P004,3,111.08,333.24
I002591,O01495,P028,2,180.24,360.48
I002592,O01496,P024,3,241.78,725.34
I002593,O01497,P003,1,140.08,140.08
I002594,O01497,P006,3,127.7,383.1
I002595,O01498,P036,2,53.08,106.16
I002596,O01498,P037,2,46.97,93.94
I002597,O01499,P034,3,45.83,137.49
I002598,O01500,P047,3,149.04,447.12
I002599,O01501,P032,2,89.58,179.16
I002600,O01502,P041,3,96.33,288.99
I002601,O01502,P004,3,111.08,333.24
I002602,O01502,P015,1,54.2,54.2
I002603,O01503,P036,1,53.08,53.08
I002604,O01503,P043,2,129.81,259.62
I002605,O01503,P026,1,158.33,158.33
I002606,O01503,P014,2,89.25,178.5
I002607,O01504,P046,2,211.54,423.08
I002608,O01505,P032,1,89.58,89.58
I002609,O01506,P001,3,362.29,1086.87
I002610,O01507,P048,2,157.25,314.5
I002611,O01507,P019,3,109.53,328.59
I002612,O01508,P041,2,96.33,192.66
I002613,O01509,P016,3,55.49,166.47
I002614,O01510,P025,1,86.29,86.29
I002615,O01511,P028,2,180.24,360.48
I002616,O01511,P005,3,83.32,249.96
I002617,O01512,P006,3,127.7,383.1
I002618,O01512,P037,3,46.97,140.91
I002619,O01513,P027,3,121.05,363.15
I002620,O01514,P008,3,498.77,1496.31
I002621,O01514,P001,1,362.29,362.29
I002622,O01514,P013,2,110.79,221.58
I002623,O01515,P023,3,295.84,887.52
I002624,O01516,P009,3,414.73,1244.19
I002625,O01516,P025,3,86.29,258.87
I002626,O01516,P030,2,295.24,590.48
I002627,O01516,P042,2,41.69,83.38
I002628,O01517,P003,1,140.08,140.08
I002629,O01518,P050,1,54.03,54.03
I002630,O01518,P048,2,157.25,314.5
I002631,O01519,P022,3,82.79,248.37
I002632,O01520,P037,3,46.97,140.91
I002633,O01520,P039,2,61.74,123.48
I002634,O01521,P042,2,41.69,83.38
I002635,O01522,P045,2,53.88,107.76
I002636,O01523,P025,1,86.29,86.29
I002637,O01524,P013,1,110.79,110.79
I002638,O01524,P023,1,295.84,295.84
I002639,O01525,P015,3,54.2,162.6
I002640,O01525,P022,1,82.79,82.79
I002641,O01526,P040,1,21.28,21.28
I002642,O01526,P030,2,295.24,590.48
I002643,O01526,P035,1,74.52,74.52
I002644,O01527,P036,1,53.08,53.08
I002645,O01528,P018,1,110.79,110.79
I002646,O01528,P024,2,241.78,483.56
I002647,O01529,P033,2,15.92,31.84
I002648,O01529,P028,3,180.24,540.72
I002649,O01530,P002,2,499.38,998.76
I002650,O01530,P030,2,295.24,590.48
I002651,O01531,P011,2,148.19,296.38
I002652,O01532,P034,2,45.83,91.66
I002653,O01532,P020,2,38.5,77.0
